word,category,n_tokens,pos,token_id,token,next_token_id,final_top1_token,probe,raw_top1,raw_top1_prob,raw_self_rank,raw_next_rank,raw_final1_rank,normed_top1,normed_top1_prob,normed_self_rank,normed_next_rank,normed_final1_rank,raw_top5,normed_top5
dog,common_noun,1,0,18457,dog,,Ġ=,emb,åľ£åľ°,7e-06,111689,,18198,åľ£åľ°,0.064152,119423,,28389,åľ£åľ°:0.0000;ĠTMPro:0.0000;ĠSac:0.0000;ĠFal:0.0000;Ġalias:0.0000,åľ£åľ°:0.0642;ĠTMPro:0.0239;#echo:0.0197;ĠSac:0.0090;è¦ģå¥½å¥½:0.0088
dog,common_noun,1,0,18457,dog,,Ġ=,layer_1,ĠØ³Ø¨ØŃ,7.2e-05,63361,,151051,icester,0.06527,16750,,4166,ĠØ³Ø¨ØŃ:0.0001;ØªØŃØ¶:0.0001;ĠÙĬÙĪØ³:0.0001;ãģįãĤĮ:0.0001;ãģĦãģ£ãģ±:0.0001,icester:0.0653;eking:0.0272;@update:0.0179;å²Ń:0.0160;FullPath:0.0124
dog,common_noun,1,0,18457,dog,,Ġ=,layer_2,Ġáº¤,0.007435,115567,,152028,oooooooo,0.10562,64137,,10167,Ġáº¤:0.0074;ĠØ³Ø¨ØŃ:0.0057;áĲĪ:0.0055;ĠÙĬÙĪØ³:0.0043;ĠØ§ÙĦØ¹Ø±Ø§:0.0030,"oooooooo:0.1056;Ġlokale:0.0346;@update:0.0213;(:,:,:0.0185;Ġalgu:0.0167"
dog,common_noun,1,0,18457,dog,,Ġ=,layer_3,éĺĬ,9.1e-05,40744,,113293,ÄĢ,0.047417,16606,,8744,éĺĬ:0.0001;LOAT:0.0001;ĠMáº¹:0.0001;ĠGeschÃ¤:0.0001;idenav:0.0001,"ÄĢ:0.0474;;left:0.0301;OrFail:0.0254;ijke:0.0160;"":0.0126"
dog,common_noun,1,0,18457,dog,,Ġ=,layer_6,áĲĪ,1.0,112474,,152025,Ġstrugg,0.027915,64443,,3936,áĲĪ:1.0000;ĠØ³Ø¨ØŃ:0.0000;):0.0000;%:0.0000;*:0.0000,Ġstrugg:0.0279;filtro:0.0096;leftright:0.0076;retorno:0.0071;ĠHOWEVER:0.0069
dog,common_noun,1,0,18457,dog,,Ġ=,layer_9,áĲĪ,1.0,112529,,152026,Ġstrugg,0.027028,63888,,3842,áĲĪ:1.0000;ĠØ³Ø¨ØŃ:0.0000;):0.0000;%:0.0000;*:0.0000,Ġstrugg:0.0270;filtro:0.0092;ĠHOWEVER:0.0069;leftright:0.0068;retorno:0.0066
dog,common_noun,1,0,18457,dog,,Ġ=,layer_12,áĲĪ,1.0,112839,,152026,Ġstrugg,0.026802,64371,,3889,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0268;filtro:0.0084;ĠHOWEVER:0.0066;leftright:0.0064;retorno:0.0061
dog,common_noun,1,0,18457,dog,,Ġ=,layer_16,áĲĪ,1.0,113044,,152027,Ġstrugg,0.027091,64843,,3800,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0271;filtro:0.0082;ĠHOWEVER:0.0065;leftright:0.0061;Ġpione:0.0058
dog,common_noun,1,0,18457,dog,,Ġ=,layer_19,áĲĪ,1.0,113077,,152027,Ġstrugg,0.027142,64970,,3860,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0271;filtro:0.0080;ĠHOWEVER:0.0064;leftright:0.0060;Ġpione:0.0059
dog,common_noun,1,0,18457,dog,,Ġ=,layer_21,áĲĪ,1.0,112970,,152027,Ġstrugg,0.026693,64743,,3955,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0267;filtro:0.0080;ĠHOWEVER:0.0064;leftright:0.0059;Ġpione:0.0058
dog,common_noun,1,0,18457,dog,,Ġ=,layer_22,áĲĪ,1.0,112973,,152027,Ġstrugg,0.026513,64772,,3989,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0265;filtro:0.0079;ĠHOWEVER:0.0065;Ġpione:0.0059;leftright:0.0058
dog,common_noun,1,0,18457,dog,,Ġ=,layer_23,áĲĪ,1.0,112885,,152027,Ġstrugg,0.02648,64379,,3983,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0265;filtro:0.0078;ĠHOWEVER:0.0066;Ġpione:0.0058;leftright:0.0057
dog,common_noun,1,0,18457,dog,,Ġ=,layer_25,áĲĪ,1.0,112750,,152027,Ġstrugg,0.027905,64221,,4072,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0279;filtro:0.0075;ĠHOWEVER:0.0070;Ġpione:0.0062;leftright:0.0055
dog,common_noun,1,0,18457,dog,,Ġ=,layer_27,áĲĪ,1.0,112821,,152023,Ġstrugg,0.015745,59783,,2309,áĲĪ:1.0000;Ġáº¤:0.0000;ĠÙĬÙĪØ³:0.0000;ĠØ³Ø¨ØŃ:0.0000;ĠØ§ÙĦÙĦØ¬:0.0000,Ġstrugg:0.0157;'icon:0.0120;ĠHOWEVER:0.0061;Ġpione:0.0051;SingleOrDefault:0.0050
dog,common_noun,1,0,18457,dog,,Ġ=,layer_28,áĲĪ,0.955122,51835,,151842,Ġ=,0.257135,261,,1,áĲĪ:0.9551;Ġáº¤:0.0442;ĠØ§ÙĦÙĦØ¬:0.0004;ĠÙĬÙĪØ³:0.0003;ĠØ§ÙĦØ£ÙĪØ±ÙĪ:0.0000,Ġ=:0.2571;_food:0.0881;_age:0.0767;_name:0.0479;:::0.0375
dog,common_noun,1,0,18457,dog,,Ġ=,final_logits,Ġ=,0.256268,261,,1,,,,,,Ġ=:0.2563;_food:0.0886;_age:0.0782;_name:0.0474;:::0.0369,
table,common_noun,1,0,2005,table,,Ġ=,emb,åľ¨ç¶²è·¯ä¸Ĭ,7e-06,67842,,52965,åľ¨ç¶²è·¯ä¸Ĭ,0.187224,65551,,78215,åľ¨ç¶²è·¯ä¸Ĭ:0.0000;å¥¥æŀĹåĮ¹:0.0000;iec:0.0000;.Toolbar:0.0000;irmware:0.0000,åľ¨ç¶²è·¯ä¸Ĭ:0.1872;å¥¥æŀĹåĮ¹:0.0488;.Toolbar:0.0242;iec:0.0241;éĩĲ:0.0218
table,common_noun,1,0,2005,table,,Ġ=,layer_1,Ġáº¤,9.5e-05,64634,,151803,Ġslik,0.580699,637,,5165,Ġáº¤:0.0001;ĠØ³Ø¨ØŃ:0.0001;ĠÄĲo:0.0001;Ø£ÙģØ±:0.0001;ĠÙĬÙĪØ³:0.0001,Ġslik:0.5807;è®°èĢħäºĨè§£:0.0609;Ġstrugg:0.0240;icester:0.0175;entiful:0.0109
table,common_noun,1,0,2005,table,,Ġ=,layer_2,Ġáº¤,0.005808,107279,,151989,Ġslik,0.909972,745,,1284,Ġáº¤:0.0058;ĠØ³Ø¨ØŃ:0.0041;áĲĪ:0.0039;ĠÙĬÙĪØ³:0.0033;Ø£ÙģØ±:0.0028,Ġslik:0.9100;Ġstrugg:0.0322;Ġbergen:0.0018;Ã¤ndig:0.0016;achsen:0.0012
table,common_noun,1,0,2005,table,,Ġ=,layer_3,Ġáº¤,0.000202,1167,,115051,].',0.387116,13,,2827,Ġáº¤:0.0002;ĠÄĲo:0.0002;oader:0.0001;Ø£ØºÙĦØ¨:0.0001;Ø£Ø±Ø¨Ø¹:0.0001,].':0.3871;oader:0.1962;Ġslik:0.0962;okane:0.0203;æ¡Įä¸Ĭ:0.0195
table,common_noun,1,0,2005,table,,Ġ=,layer_6,áĲĪ,1.0,138292,,152024,Ġstrugg,0.031543,19482,,3932,áĲĪ:1.0000;ĠØ³Ø¨ØŃ:0.0000;):0.0000;%:0.0000;*:0.0000,Ġstrugg:0.0315;leftright:0.0088;filtro:0.0087;ĠHOWEVER:0.0076;retorno:0.0064
table,common_noun,1,0,2005,table,,Ġ=,layer_9,áĲĪ,1.0,138373,,152025,Ġstrugg,0.030381,18444,,3898,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0304;filtro:0.0084;leftright:0.0080;ĠHOWEVER:0.0076;retorno:0.0060
table,common_noun,1,0,2005,table,,Ġ=,layer_12,áĲĪ,1.0,138334,,152027,Ġstrugg,0.031445,17391,,3904,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0314;filtro:0.0080;leftright:0.0077;ĠHOWEVER:0.0074;Ġpione:0.0060
table,common_noun,1,0,2005,table,,Ġ=,layer_16,áĲĪ,1.0,138520,,152027,Ġstrugg,0.030319,17081,,3924,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0303;filtro:0.0076;leftright:0.0072;ĠHOWEVER:0.0070;Ġpione:0.0058
table,common_noun,1,0,2005,table,,Ġ=,layer_19,áĲĪ,1.0,138527,,152028,Ġstrugg,0.030435,17086,,3997,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0304;filtro:0.0075;leftright:0.0071;ĠHOWEVER:0.0070;Ġpione:0.0058
table,common_noun,1,0,2005,table,,Ġ=,layer_21,áĲĪ,1.0,138482,,152028,Ġstrugg,0.030048,17034,,4052,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0300;filtro:0.0074;leftright:0.0071;ĠHOWEVER:0.0070;Ġpione:0.0057
table,common_noun,1,0,2005,table,,Ġ=,layer_22,áĲĪ,1.0,138475,,152028,Ġstrugg,0.029908,17011,,4086,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0299;filtro:0.0074;ĠHOWEVER:0.0071;leftright:0.0070;Ġpione:0.0058
table,common_noun,1,0,2005,table,,Ġ=,layer_23,áĲĪ,1.0,138391,,152028,Ġstrugg,0.029799,16881,,4082,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0298;filtro:0.0073;ĠHOWEVER:0.0071;leftright:0.0068;Ġpione:0.0058
table,common_noun,1,0,2005,table,,Ġ=,layer_25,áĲĪ,1.0,137999,,152027,Ġstrugg,0.03165,16615,,4146,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0317;ĠHOWEVER:0.0077;filtro:0.0069;leftright:0.0065;Ġpione:0.0063
table,common_noun,1,0,2005,table,,Ġ=,layer_27,áĲĪ,1.0,140775,,152023,Ġstrugg,0.024877,10400,,2757,áĲĪ:1.0000;Ġáº¤:0.0000;ĠÙĬÙĪØ³:0.0000;ĠØ³Ø¨ØŃ:0.0000;ĠØ§ÙĦÙĦØ¬:0.0000,Ġstrugg:0.0249;'icon:0.0213;ĠHOWEVER:0.0091;\views:0.0066;Ġpione:0.0055
table,common_noun,1,0,2005,table,,Ġ=,layer_28,Ġáº¤,0.992564,86412,,151884,Ġ=,0.186045,100,,1,Ġáº¤:0.9926;áĲĪ:0.0074;ĠØ³Ø¨ØŃ:0.0000;ĠÙĬÙĪØ³:0.0000;ĠØ§ÙĦÙĦØ¬:0.0000,Ġ=:0.1860;Ġ:0.0993;extension:0.0873;Data:0.0792;!:0.0329
table,common_noun,1,0,2005,table,,Ġ=,final_logits,Ġ=,0.188003,99,,1,,,,,,Ġ=:0.1880;Ġ:0.1006;extension:0.0888;Data:0.0784;!:0.0327,
water,common_noun,1,0,12987,water,,Ġ=,emb,)view,7e-06,81997,,10991,)view,0.058315,87521,,22597,)view:0.0000;>();:0.0000;é¹Ĭ:0.0000;åľ»:0.0000;ĠwithStyles:0.0000,)view:0.0583;é¹Ĭ:0.0393;>();:0.0287;åľ»:0.0277;affles:0.0223
water,common_noun,1,0,12987,water,,Ġ=,layer_1,áĲĪ,0.000129,54478,,151804,icester,0.140014,1617,,5224,áĲĪ:0.0001;áĲī:0.0001;Ġáº¤:0.0001;ĠØ³Ø¨ØŃ:0.0001;ĠØ§ÙĦÙĦØ¬:0.0001,icester:0.1400;olicited:0.0796;-alist:0.0322;idge:0.0206;Ġnackte:0.0193
water,common_noun,1,0,12987,water,,Ġ=,layer_2,áĲĪ,0.008829,92228,,152027,\Id,0.058633,3477,,22887,áĲĪ:0.0088;Ġáº¤:0.0073;áĲī:0.0046;ĠØ³Ø¨ØŃ:0.0045;ĠØ§ÙĦÙĦØ¬:0.0035,\Id:0.0586;atego:0.0315;ĠbÃ¤:0.0279;alendar:0.0185;/Gate:0.0142
water,common_noun,1,0,12987,water,,Ġ=,layer_3,Ġáº¤,0.000332,9177,,151986,atego,0.442139,237,,140980,Ġáº¤:0.0003;áĲī:0.0003;áĲĪ:0.0003;ØµÙĨØ¯:0.0003;âļĹ:0.0002,atego:0.4421;melon:0.2452;/Instruction:0.1928;/lg:0.0054;/Runtime:0.0047
water,common_noun,1,0,12987,water,,Ġ=,layer_6,áĲĪ,1.0,124812,,152026,Ġstrugg,0.031147,65772,,3806,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0311;filtro:0.0096;leftright:0.0096;retorno:0.0074;RequestParam:0.0059
water,common_noun,1,0,12987,water,,Ġ=,layer_9,áĲĪ,1.0,125144,,152027,Ġstrugg,0.029944,66449,,3786,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0299;filtro:0.0094;leftright:0.0089;retorno:0.0070;ĠHOWEVER:0.0057
water,common_noun,1,0,12987,water,,Ġ=,layer_12,áĲĪ,1.0,125528,,152027,Ġstrugg,0.030734,67316,,3809,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0307;filtro:0.0089;leftright:0.0085;retorno:0.0066;Ġpione:0.0057
water,common_noun,1,0,12987,water,,Ġ=,layer_16,áĲĪ,1.0,125581,,152027,Ġstrugg,0.03011,67101,,3794,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0301;filtro:0.0085;leftright:0.0080;retorno:0.0063;Ġpione:0.0057
water,common_noun,1,0,12987,water,,Ġ=,layer_19,áĲĪ,1.0,125592,,152027,Ġstrugg,0.030143,67160,,3856,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0301;filtro:0.0083;leftright:0.0079;retorno:0.0062;Ġpione:0.0057
water,common_noun,1,0,12987,water,,Ġ=,layer_21,áĲĪ,1.0,125590,,152027,Ġstrugg,0.029719,67212,,3901,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0297;filtro:0.0082;leftright:0.0078;retorno:0.0061;Ġpione:0.0056
water,common_noun,1,0,12987,water,,Ġ=,layer_22,áĲĪ,1.0,125575,,152027,Ġstrugg,0.029575,67077,,3935,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0296;filtro:0.0082;leftright:0.0077;retorno:0.0061;Ġpione:0.0056
water,common_noun,1,0,12987,water,,Ġ=,layer_23,áĲĪ,1.0,125580,,152028,Ġstrugg,0.030577,66903,,3910,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0306;filtro:0.0084;leftright:0.0078;retorno:0.0062;Ġpione:0.0057
water,common_noun,1,0,12987,water,,Ġ=,layer_25,áĲĪ,1.0,125541,,152027,Ġstrugg,0.030951,67450,,4041,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0310;filtro:0.0078;leftright:0.0073;Ġpione:0.0060;ĠHOWEVER:0.0059
water,common_noun,1,0,12987,water,,Ġ=,layer_27,áĲĪ,1.0,128339,,152024,Ġstrugg,0.025666,72397,,2496,áĲĪ:1.0000;Ġáº¤:0.0000;ĠÙĬÙĪØ³:0.0000;ĠØ³Ø¨ØŃ:0.0000;$:0.0000,Ġstrugg:0.0257;'icon:0.0124;\views:0.0080;\Id:0.0055;SingleOrDefault:0.0051
water,common_noun,1,0,12987,water,,Ġ=,layer_28,áĲĪ,0.998293,89885,,151946,Ġ=,0.208009,308,,1,áĲĪ:0.9983;Ġáº¤:0.0017;ĠÙĬÙĪØ³:0.0000;ĠØ§ÙĦÙĦØ¬:0.0000;ĠØ§ÙĦØ¥Ø«ÙĨ:0.0000,"Ġ=:0.2080;melon:0.0339;=int:0.0139;_t:0.0136;,:0.0135"
water,common_noun,1,0,12987,water,,Ġ=,final_logits,Ġ=,0.207449,304,,1,,,,,,"Ġ=:0.2074;melon:0.0339;=int:0.0141;,:0.0133;_t:0.0133",
music,common_noun,1,0,31161,music,,Ġ=,emb,ĠHeaderComponent,7e-06,81579,,121133,ĠHeaderComponent,0.073536,65701,,99177,"ĠHeaderComponent:0.0000;çģ«çĥ§:0.0000;Ġ}}""><:0.0000;æ¸ħæ·¡:0.0000;å¤¹:0.0000","ĠHeaderComponent:0.0735;çģ«çĥ§:0.0583;å¤¹:0.0195;æ¸ħæ·¡:0.0194;Ġ}}""><:0.0158"
music,common_noun,1,0,31161,music,,Ġ=,layer_1,ĠØ³Ø¨ØŃ,0.000161,113514,,151914,-abortion,0.240049,93017,,17682,ĠØ³Ø¨ØŃ:0.0002;ĠÙĬÙĪØ³:0.0001;ĠØ§ÙĦÙħØ±Ø£:0.0001;/Dk:0.0001;Ø´Ø¤:0.0001,-abortion:0.2400;è®°èĢħäºĨè§£:0.0546;juven:0.0460;:numel:0.0159;è¹ĭ:0.0149
music,common_noun,1,0,31161,music,,Ġ=,layer_2,ĠØ³Ø¨ØŃ,0.014782,85434,,152028,.RequestMethod,0.141292,44660,,10861,ĠØ³Ø¨ØŃ:0.0148;áĲĪ:0.0128;ĠÙĬÙĪØ³:0.0125;Ġáº¤:0.0069;ĠØ§ÙĦÙĦØ¬:0.0068,.RequestMethod:0.1413;Ġalgu:0.0323;juven:0.0198;oenix:0.0132;atego:0.0127
music,common_noun,1,0,31161,music,,Ġ=,layer_3,ĠÙĬÙĪØ³,0.000242,67047,,151513,atego,0.167993,25197,,51110,ĠÙĬÙĪØ³:0.0002;ĠØ³Ø¨ØŃ:0.0002;/Dk:0.0002;ĠØ§ÙĦÙħØ±Ø£:0.0002;áĲĪ:0.0002,atego:0.1680;.RequestMethod:0.1089;:numel:0.0588;juven:0.0234;è®°èĢħäºĨè§£:0.0219
music,common_noun,1,0,31161,music,,Ġ=,layer_6,áĲĪ,1.0,78843,,152026,Ġstrugg,0.027814,32017,,3792,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0278;leftright:0.0092;filtro:0.0088;retorno:0.0067;ĠHOWEVER:0.0062
music,common_noun,1,0,31161,music,,Ġ=,layer_9,áĲĪ,1.0,79153,,152027,Ġstrugg,0.026998,32419,,3908,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0270;filtro:0.0087;leftright:0.0085;retorno:0.0064;ĠHOWEVER:0.0062
music,common_noun,1,0,31161,music,,Ġ=,layer_12,áĲĪ,1.0,79262,,152027,Ġstrugg,0.02774,32241,,3927,áĲĪ:1.0000;%:0.0000;):0.0000;*:0.0000;(:0.0000,Ġstrugg:0.0277;filtro:0.0082;leftright:0.0082;ĠHOWEVER:0.0061;retorno:0.0061
